var1,var2,statistic,value,p_value,n
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,order,ICC,0.480073444,0.01,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_number_of_entries,r,-0.034485632,0.878907006,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_reaction_time,r,-0.163306496,0.467740194,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.224161775,0.328646396,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,0.075762933,0.744122205,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,total_number_of_testing_trials_using_full_4_minutes_data,r,0.090234363,0.689636907,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,total_number_of_testing_trials_using_T30_to_T50_data,r,-0.10329757,0.647344816,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,0.052461734,0.81664434,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,0.072348961,0.749000232,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,0.175917272,0.43356992,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,-0.177506276,0.429361189,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.165543993,0.461579035,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,0.141425764,0.530139625,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.046568524,0.841132929,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,-0.254802205,0.264989455,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,0.015425032,0.948536645,20
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.229180383,0.331074981,20
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,-0.196625552,0.392959829,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,0.265254541,0.258363701,20
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.012911383,0.9,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_medians_above_60_using_T30_to_T50_data,ICC,-0.133272088,0.32,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.189936607,0.409571343,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.20914643,0.362895351,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.140482438,0.554691009,20
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,0.072857741,0.760171544,20
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.095367461,0.5,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.099538856,0.31,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_latency_to_enter_correct_side,r,0.133085967,0.565223635,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_latency_to_enter_incorrect_side,r,0.15637662,0.498462579,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,0.102281596,0.659088079,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,proportion_of_correct_first_choices,r,-0.131215107,0.57075215,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.139126238,0.536915838,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,-0.036843472,0.870692784,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_in_a_row_correct_choice_first,r,0.033295305,0.883058483,22
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.191608145,0.405384698,21
twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,0.136320036,0.55572295,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,-0.173152499,0.343275498,32
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,standard_length,r,0.101215627,0.65401919,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,order,ICC,0.110020754,0.45,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_number_of_entries,r,-0.21399591,0.338930462,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_reaction_time,r,0.183827392,0.412837489,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,0.105645665,0.648559969,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,-0.126121773,0.585921768,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,total_number_of_testing_trials_using_full_4_minutes_data,r,-0.06023395,0.790029444,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,total_number_of_testing_trials_using_T30_to_T50_data,r,0.152454705,0.498208187,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,0.06910537,0.759925953,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,-0.112325116,0.618711011,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,-0.054127464,0.810922773,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,0.206429437,0.356683135,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,0.126663148,0.574324328,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,0.118187242,0.600396113,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.146502919,0.526286501,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,0.135512462,0.558088628,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,0.185773255,0.432939676,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,-0.452266367,0.045270806,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,0.177687698,0.440961941,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,-0.228409728,0.332748389,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_medians_above_60_using_full_4_minutes_data,ICC,-0.081997292,0.68,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_medians_above_60_using_T30_to_T50_data,ICC,-0.093000152,0.47,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.043172563,0.85259134,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,0.425482029,0.05448713,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,-0.181655201,0.443385669,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,-0.112316522,0.637320235,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.108951716,0.34,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.092288017,0.37,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_latency_to_enter_correct_side,r,-0.206024881,0.370263722,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_latency_to_enter_incorrect_side,r,-0.104762451,0.651317916,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,-0.154247543,0.504400825,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,proportion_of_correct_first_choices,r,0.005855532,0.97990309,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,0.196615699,0.380495566,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,0.103164185,0.647771649,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,number_of_trials_in_a_row_correct_choice_first,r,-0.002926481,0.989687518,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,0.097939712,0.672768358,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,-0.249955538,0.274497593,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,standard_length,r,-0.082699767,0.71445333,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,order,ICC,0.271472018,0.06,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_number_of_entries,r,0.566746087,0.005955874,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_reaction_time,r,-0.286730315,0.19575216,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,0.125291915,0.588409532,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,0.279124378,0.220454612,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,total_number_of_testing_trials_using_full_4_minutes_data,r,-0.082903881,0.713777231,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,total_number_of_testing_trials_using_T30_to_T50_data,r,-0.028040852,0.901418341,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,-0.036355911,0.872390318,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,-0.048995618,0.828578626,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,-0.225032985,0.313993641,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,-0.005630584,0.98016004,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.004502002,0.984136176,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,-0.16498097,0.463125421,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.16862275,0.464982432,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,0.485444876,0.025694329,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.267785156,0.253677977,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.041287005,0.862788866,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,0.327771979,0.146921288,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,0.088269952,0.711337164,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.211978792,0.14,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_medians_above_60_using_T30_to_T50_data,ICC,0.128719495,0.36,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,-0.125650664,0.587333518,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.073169603,0.752612716,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.074139588,0.756073622,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,0.028772261,0.904156339,20
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.099816634,0.49,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.026409795,0.83,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_latency_to_enter_correct_side,r,-0.146683652,0.525770738,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_latency_to_enter_incorrect_side,r,-0.127755424,0.581037534,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,-0.14818803,0.521486899,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,proportion_of_correct_first_choices,r,0.470383685,0.031403846,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.249221871,0.263360724,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,0.121487138,0.590187017,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,number_of_trials_in_a_row_correct_choice_first,r,0.311974353,0.157526245,22
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,0.127003122,0.583284567,21
twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,0.272296164,0.232423754,21
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_binned_shuttlebox_wilcox_test,r,0.159977136,0.38178353,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.101639339,0.579907076,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,0.353281381,0.047319293,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.928757213,1.82E-14,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.308742937,0.085556903,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.195602638,0.283325465,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,0.398235953,0.023981269,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.94054937,1.31E-15,32
twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.300373917,0.094841441,32
twentythree_filtered_binned_shuttlebox_slope,standard_length,r,-0.091101823,0.6867989,22
twentythree_filtered_binned_shuttlebox_slope,order,ICC,0.057293182,0.68,22
twentythree_filtered_binned_shuttlebox_slope,average_number_of_entries,r,0.290721716,0.189326257,22
twentythree_filtered_binned_shuttlebox_slope,average_reaction_time,r,-0.184593601,0.41085852,22
twentythree_filtered_binned_shuttlebox_slope,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.043768371,0.850578874,21
twentythree_filtered_binned_shuttlebox_slope,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,0.156124975,0.499162663,21
twentythree_filtered_binned_shuttlebox_slope,total_number_of_testing_trials_using_full_4_minutes_data,r,0.065083554,0.773534471,22
twentythree_filtered_binned_shuttlebox_slope,total_number_of_testing_trials_using_T30_to_T50_data,r,-0.096317744,0.669821293,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,-0.026183852,0.907919119,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,0.087966059,0.69707693,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,0.007311733,0.974238017,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,-0.149871409,0.505601711,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.06034524,0.789649911,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,-0.129263582,0.566425905,22
twentythree_filtered_binned_shuttlebox_slope,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,0.159794358,0.489002065,21
twentythree_filtered_binned_shuttlebox_slope,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,0.011631979,0.960089034,21
twentythree_filtered_binned_shuttlebox_slope,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.209460756,0.375449814,20
twentythree_filtered_binned_shuttlebox_slope,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.347061212,0.133816206,20
twentythree_filtered_binned_shuttlebox_slope,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,-0.11565666,0.617615688,21
twentythree_filtered_binned_shuttlebox_slope,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,0.203147763,0.390331959,20
twentythree_filtered_binned_shuttlebox_slope,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.131207585,0.52,22
twentythree_filtered_binned_shuttlebox_slope,number_of_medians_above_60_using_T30_to_T50_data,ICC,-0.001287902,0.99,22
twentythree_filtered_binned_shuttlebox_slope,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,-0.110061103,0.634839109,21
twentythree_filtered_binned_shuttlebox_slope,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.404050539,0.069282906,21
twentythree_filtered_binned_shuttlebox_slope,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.050574441,0.83230418,20
twentythree_filtered_binned_shuttlebox_slope,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,0.089000539,0.709047264,20
twentythree_filtered_binned_shuttlebox_slope,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.119978072,0.23,21
twentythree_filtered_binned_shuttlebox_slope,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.027559038,0.87,22
twentythree_filtered_binned_shuttlebox_slope,average_latency_to_enter_correct_side,r,0.190968766,0.406983348,21
twentythree_filtered_binned_shuttlebox_slope,average_latency_to_enter_incorrect_side,r,0.023436844,0.919679087,21
twentythree_filtered_binned_shuttlebox_slope,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,0.147917632,0.522255662,21
twentythree_filtered_binned_shuttlebox_slope,proportion_of_correct_first_choices,r,-0.011230599,0.961465224,21
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.224576645,0.315002008,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,0.015822115,0.944285649,22
twentythree_filtered_binned_shuttlebox_slope,number_of_trials_in_a_row_correct_choice_first,r,-0.039214053,0.862447136,22
twentythree_filtered_binned_shuttlebox_slope,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.001854512,0.993634529,21
twentythree_filtered_binned_shuttlebox_slope,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,0.221278954,0.335067502,21
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,0.055391459,0.763333632,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,0.134921768,0.461582549,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.186202068,0.307553319,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,-0.009714793,0.957915269,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,0.030632234,0.867821146,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,0.150018863,0.412487414,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.199937603,0.272578627,32
twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.020967519,0.909314285,32
twentythree_filtered_binned_shuttlebox_wilcox_test,standard_length,r,-0.297862282,0.178191353,22
twentythree_filtered_binned_shuttlebox_wilcox_test,order,ICC,0.078285213,0.66,22
twentythree_filtered_binned_shuttlebox_wilcox_test,average_number_of_entries,r,-0.181517968,0.418833698,22
twentythree_filtered_binned_shuttlebox_wilcox_test,average_reaction_time,r,-0.069583306,0.75831324,22
